instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
14579714,56952,NIFTY25D2325000PE,NIFTY,0,2025-12-23,25000.0,0.05,75,PE,NFO-OPT,NFO
14578946,56949,NIFTY25D2324950CE,NIFTY,0,2025-12-23,24950.0,0.05,75,CE,NFO-OPT,NFO
14579202,56950,NIFTY25D2324950PE,NIFTY,0,2025-12-23,24950.0,0.05,75,PE,NFO-OPT,NFO
14578434,56947,NIFTY25D2324900CE,NIFTY,0,2025-12-23,24900.0,0.05,75,CE,NFO-OPT,NFO
14578690,56948,NIFTY25D2324900PE,NIFTY,0,2025-12-23,24900.0,0.05,75,PE,NFO-OPT,NFO
14577922,56945,NIFTY25D2324850CE,NIFTY,0,2025-12-23,24850.0,0.05,75,CE,NFO-OPT,NFO
14578178,56946,NIFTY25D2324850PE,NIFTY,0,2025-12-23,24850.0,0.05,75,PE,NFO-OPT,NFO
14577410,56943,NIFTY25D2324800CE,NIFTY,0,2025-12-23,24800.0,0.05,75,CE,NFO-OPT,NFO
14577666,56944,NIFTY25D2324800PE,NIFTY,0,2025-12-23,24800.0,0.05,75,PE,NFO-OPT,NFO
14576898,56941,NIFTY25D2324750CE,NIFTY,0,2025-12-23,24750.0,0.05,75,CE,NFO-OPT,NFO
14577154,56942,NIFTY25D2324750PE,NIFTY,0,2025-12-23,24750.0,0.05,75,PE,NFO-OPT,NFO
14576386,56939,NIFTY25D2324700CE,NIFTY,0,2025-12-23,24700.0,0.05,75,CE,NFO-OPT,NFO
14576642,56940,NIFTY25D2324700PE,NIFTY,0,2025-12-23,24700.0,0.05,75,PE,NFO-OPT,NFO
14575874,56937,NIFTY25D2324650CE,NIFTY,0,2025-12-23,24650.0,0.05,75,CE,NFO-OPT,NFO
14576130,56938,NIFTY25D2324650PE,NIFTY,0,2025-12-23,24650.0,0.05,75,PE,NFO-OPT,NFO
14575362,56935,NIFTY25D2324600CE,NIFTY,0,2025-12-23,24600.0,0.05,75,CE,NFO-OPT,NFO
14575618,56936,NIFTY25D2324600PE,NIFTY,0,2025-12-23,24600.0,0.05,75,PE,NFO-OPT,NFO
14574850,56933,NIFTY25D2324550CE,NIFTY,0,2025-12-23,24550.0,0.05,75,CE,NFO-OPT,NFO
14575106,56934,NIFTY25D2324550PE,NIFTY,0,2025-12-23,24550.0,0.05,75,PE,NFO-OPT,NFO
14574338,56931,NIFTY25D2324500CE,NIFTY,0,2025-12-23,24500.0,0.05,75,CE,NFO-OPT,NFO
14574594,56932,NIFTY25D2324500PE,NIFTY,0,2025-12-23,24500.0,0.05,75,PE,NFO-OPT,NFO
14573826,56929,NIFTY25D2324450CE,NIFTY,0,2025-12-23,24450.0,0.05,75,CE,NFO-OPT,NFO
14574082,56930,NIFTY25D2324450PE,NIFTY,0,2025-12-23,24450.0,0.05,75,PE,NFO-OPT,NFO
14573314,56927,NIFTY25D2324400CE,NIFTY,0,2025-12-23,24400.0,0.05,75,CE,NFO-OPT,NFO
14573570,56928,NIFTY25D2324400PE,NIFTY,0,2025-12-23,24400.0,0.05,75,PE,NFO-OPT,NFO
14572802,56925,NIFTY25D2324350CE,NIFTY,0,2025-12-23,24350.0,0.05,75,CE,NFO-OPT,NFO
14573058,56926,NIFTY25D2324350PE,NIFTY,0,2025-12-23,24350.0,0.05,75,PE,NFO-OPT,NFO
14572290,56923,NIFTY25D2324300CE,NIFTY,0,2025-12-23,24300.0,0.05,75,CE,NFO-OPT,NFO
14572546,56924,NIFTY25D2324300PE,NIFTY,0,2025-12-23,24300.0,0.05,75,PE,NFO-OPT,NFO
14571778,56921,NIFTY25D2324250CE,NIFTY,0,2025-12-23,24250.0,0.05,75,CE,NFO-OPT,NFO
14572034,56922,NIFTY25D2324250PE,NIFTY,0,2025-12-23,24250.0,0.05,75,PE,NFO-OPT,NFO
14571266,56919,NIFTY25D2324200CE,NIFTY,0,2025-12-23,24200.0,0.05,75,CE,NFO-OPT,NFO
14571522,56920,NIFTY25D2324200PE,NIFTY,0,2025-12-23,24200.0,0.05,75,PE,NFO-OPT,NFO
14570754,56917,NIFTY25D2324150CE,NIFTY,0,2025-12-23,24150.0,0.05,75,CE,NFO-OPT,NFO
14571010,56918,NIFTY25D2324150PE,NIFTY,0,2025-12-23,24150.0,0.05,75,PE,NFO-OPT,NFO
16793602,65600,NIFTY25DEC25950CE,NIFTY,0,2025-12-30,25950.0,0.05,75,CE,NFO-OPT,NFO
16798722,65620,NIFTY25DEC25950PE,NIFTY,0,2025-12-30,25950.0,0.05,75,PE,NFO-OPT,NFO
18278146,71399,NIFTY25DEC26000CE,NIFTY,0,2025-12-30,26000.0,0.05,75,CE,NFO-OPT,NFO
18279170,71403,NIFTY25DEC26000PE,NIFTY,0,2025-12-30,26000.0,0.05,75,PE,NFO-OPT,NFO
16786178,65571,NIFTY25DEC25900CE,NIFTY,0,2025-12-30,25900.0,0.05,75,CE,NFO-OPT,NFO
16793346,65599,NIFTY25DEC25900PE,NIFTY,0,2025-12-30,25900.0,0.05,75,PE,NFO-OPT,NFO
16798978,65621,NIFTY25DEC26050CE,NIFTY,0,2025-12-30,26050.0,0.05,75,CE,NFO-OPT,NFO
16799234,65622,NIFTY25DEC26050PE,NIFTY,0,2025-12-30,26050.0,0.05,75,PE,NFO-OPT,NFO
16785666,65569,NIFTY25DEC25850CE,NIFTY,0,2025-12-30,25850.0,0.05,75,CE,NFO-OPT,NFO
16785922,65570,NIFTY25DEC25850PE,NIFTY,0,2025-12-30,25850.0,0.05,75,PE,NFO-OPT,NFO
16799490,65623,NIFTY25DEC26100CE,NIFTY,0,2025-12-30,26100.0,0.05,75,CE,NFO-OPT,NFO
16800770,65628,NIFTY25DEC26100PE,NIFTY,0,2025-12-30,26100.0,0.05,75,PE,NFO-OPT,NFO
16784130,65563,NIFTY25DEC25800CE,NIFTY,0,2025-12-30,25800.0,0.05,75,CE,NFO-OPT,NFO
16784386,65564,NIFTY25DEC25800PE,NIFTY,0,2025-12-30,25800.0,0.05,75,PE,NFO-OPT,NFO
16801026,65629,NIFTY25DEC26150CE,NIFTY,0,2025-12-30,26150.0,0.05,75,CE,NFO-OPT,NFO
16802306,65634,NIFTY25DEC26150PE,NIFTY,0,2025-12-30,26150.0,0.05,75,PE,NFO-OPT,NFO
16783618,65561,NIFTY25DEC25750CE,NIFTY,0,2025-12-30,25750.0,0.05,75,CE,NFO-OPT,NFO
16783874,65562,NIFTY25DEC25750PE,NIFTY,0,2025-12-30,25750.0,0.05,75,PE,NFO-OPT,NFO
16802562,65635,NIFTY25DEC26200CE,NIFTY,0,2025-12-30,26200.0,0.05,75,CE,NFO-OPT,NFO
16803586,65639,NIFTY25DEC26200PE,NIFTY,0,2025-12-30,26200.0,0.05,75,PE,NFO-OPT,NFO
16783106,65559,NIFTY25DEC25700CE,NIFTY,0,2025-12-30,25700.0,0.05,75,CE,NFO-OPT,NFO
16783362,65560,NIFTY25DEC25700PE,NIFTY,0,2025-12-30,25700.0,0.05,75,PE,NFO-OPT,NFO
16803842,65640,NIFTY25DEC26250CE,NIFTY,0,2025-12-30,26250.0,0.05,75,CE,NFO-OPT,NFO
16805634,65647,NIFTY25DEC26250PE,NIFTY,0,2025-12-30,26250.0,0.05,75,PE,NFO-OPT,NFO
16782594,65557,NIFTY25DEC25650CE,NIFTY,0,2025-12-30,25650.0,0.05,75,CE,NFO-OPT,NFO
16782850,65558,NIFTY25DEC25650PE,NIFTY,0,2025-12-30,25650.0,0.05,75,PE,NFO-OPT,NFO
16806658,65651,NIFTY25DEC26300CE,NIFTY,0,2025-12-30,26300.0,0.05,75,CE,NFO-OPT,NFO
16806914,65652,NIFTY25DEC26300PE,NIFTY,0,2025-12-30,26300.0,0.05,75,PE,NFO-OPT,NFO
16782082,65555,NIFTY25DEC25600CE,NIFTY,0,2025-12-30,25600.0,0.05,75,CE,NFO-OPT,NFO
16782338,65556,NIFTY25DEC25600PE,NIFTY,0,2025-12-30,25600.0,0.05,75,PE,NFO-OPT,NFO
16816642,65690,NIFTY25DEC26350PE,NIFTY,0,2025-12-30,26350.0,0.05,75,PE,NFO-OPT,NFO
10785026,42129,NIFTY25DEC31000CE,NIFTY,0,2025-12-30,31000.0,0.05,75,CE,NFO-OPT,NFO
10785794,42132,NIFTY25DEC31000PE,NIFTY,0,2025-12-30,31000.0,0.05,75,PE,NFO-OPT,NFO
9016578,35221,NIFTY25DEC30000CE,NIFTY,0,2025-12-30,30000.0,0.05,75,CE,NFO-OPT,NFO
9016834,35222,NIFTY25DEC30000PE,NIFTY,0,2025-12-30,30000.0,0.05,75,PE,NFO-OPT,NFO
9766914,38152,NIFTY25DEC29000CE,NIFTY,0,2025-12-30,29000.0,0.05,75,CE,NFO-OPT,NFO
9767170,38153,NIFTY25DEC29000PE,NIFTY,0,2025-12-30,29000.0,0.05,75,PE,NFO-OPT,NFO
12939010,50543,NIFTY25DEC28000CE,NIFTY,0,2025-12-30,28000.0,0.05,75,CE,NFO-OPT,NFO
12939266,50544,NIFTY25DEC28000PE,NIFTY,0,2025-12-30,28000.0,0.05,75,PE,NFO-OPT,NFO
16836354,65767,NIFTY25DEC27950CE,NIFTY,0,2025-12-30,27950.0,0.05,75,CE,NFO-OPT,NFO
16836610,65768,NIFTY25DEC27950PE,NIFTY,0,2025-12-30,27950.0,0.05,75,PE,NFO-OPT,NFO
16835842,65765,NIFTY25DEC27900CE,NIFTY,0,2025-12-30,27900.0,0.05,75,CE,NFO-OPT,NFO
16836098,65766,NIFTY25DEC27900PE,NIFTY,0,2025-12-30,27900.0,0.05,75,PE,NFO-OPT,NFO
16835330,65763,NIFTY25DEC27850CE,NIFTY,0,2025-12-30,27850.0,0.05,75,CE,NFO-OPT,NFO
16835586,65764,NIFTY25DEC27850PE,NIFTY,0,2025-12-30,27850.0,0.05,75,PE,NFO-OPT,NFO
16834818,65761,NIFTY25DEC27800CE,NIFTY,0,2025-12-30,27800.0,0.05,75,CE,NFO-OPT,NFO
16835074,65762,NIFTY25DEC27800PE,NIFTY,0,2025-12-30,27800.0,0.05,75,PE,NFO-OPT,NFO
16834306,65759,NIFTY25DEC27750CE,NIFTY,0,2025-12-30,27750.0,0.05,75,CE,NFO-OPT,NFO
16834562,65760,NIFTY25DEC27750PE,NIFTY,0,2025-12-30,27750.0,0.05,75,PE,NFO-OPT,NFO
16833794,65757,NIFTY25DEC27700CE,NIFTY,0,2025-12-30,27700.0,0.05,75,CE,NFO-OPT,NFO
16834050,65758,NIFTY25DEC27700PE,NIFTY,0,2025-12-30,27700.0,0.05,75,PE,NFO-OPT,NFO
16833282,65755,NIFTY25DEC27650CE,NIFTY,0,2025-12-30,27650.0,0.05,75,CE,NFO-OPT,NFO
16833538,65756,NIFTY25DEC27650PE,NIFTY,0,2025-12-30,27650.0,0.05,75,PE,NFO-OPT,NFO
16832770,65753,NIFTY25DEC27600CE,NIFTY,0,2025-12-30,27600.0,0.05,75,CE,NFO-OPT,NFO
16833026,65754,NIFTY25DEC27600PE,NIFTY,0,2025-12-30,27600.0,0.05,75,PE,NFO-OPT,NFO
16832258,65751,NIFTY25DEC27550CE,NIFTY,0,2025-12-30,27550.0,0.05,75,CE,NFO-OPT,NFO
16832514,65752,NIFTY25DEC27550PE,NIFTY,0,2025-12-30,27550.0,0.05,75,PE,NFO-OPT,NFO
16831746,65749,NIFTY25DEC27500CE,NIFTY,0,2025-12-30,27500.0,0.05,75,CE,NFO-OPT,NFO
16832002,65750,NIFTY25DEC27500PE,NIFTY,0,2025-12-30,27500.0,0.05,75,PE,NFO-OPT,NFO
16831234,65747,NIFTY25DEC27450CE,NIFTY,0,2025-12-30,27450.0,0.05,75,CE,NFO-OPT,NFO
16831490,65748,NIFTY25DEC27450PE,NIFTY,0,2025-12-30,27450.0,0.05,75,PE,NFO-OPT,NFO
16830722,65745,NIFTY25DEC27400CE,NIFTY,0,2025-12-30,27400.0,0.05,75,CE,NFO-OPT,NFO
16830978,65746,NIFTY25DEC27400PE,NIFTY,0,2025-12-30,27400.0,0.05,75,PE,NFO-OPT,NFO
16830210,65743,NIFTY25DEC27350CE,NIFTY,0,2025-12-30,27350.0,0.05,75,CE,NFO-OPT,NFO
16830466,65744,NIFTY25DEC27350PE,NIFTY,0,2025-12-30,27350.0,0.05,75,PE,NFO-OPT,NFO
16829698,65741,NIFTY25DEC27300CE,NIFTY,0,2025-12-30,27300.0,0.05,75,CE,NFO-OPT,NFO
16829954,65742,NIFTY25DEC27300PE,NIFTY,0,2025-12-30,27300.0,0.05,75,PE,NFO-OPT,NFO
16829186,65739,NIFTY25DEC27250CE,NIFTY,0,2025-12-30,27250.0,0.05,75,CE,NFO-OPT,NFO
16829442,65740,NIFTY25DEC27250PE,NIFTY,0,2025-12-30,27250.0,0.05,75,PE,NFO-OPT,NFO
16828674,65737,NIFTY25DEC27200CE,NIFTY,0,2025-12-30,27200.0,0.05,75,CE,NFO-OPT,NFO
16828930,65738,NIFTY25DEC27200PE,NIFTY,0,2025-12-30,27200.0,0.05,75,PE,NFO-OPT,NFO
16828162,65735,NIFTY25DEC27150CE,NIFTY,0,2025-12-30,27150.0,0.05,75,CE,NFO-OPT,NFO
16828418,65736,NIFTY25DEC27150PE,NIFTY,0,2025-12-30,27150.0,0.05,75,PE,NFO-OPT,NFO
16827650,65733,NIFTY25DEC27100CE,NIFTY,0,2025-12-30,27100.0,0.05,75,CE,NFO-OPT,NFO
16827906,65734,NIFTY25DEC27100PE,NIFTY,0,2025-12-30,27100.0,0.05,75,PE,NFO-OPT,NFO
16827138,65731,NIFTY25DEC27050CE,NIFTY,0,2025-12-30,27050.0,0.05,75,CE,NFO-OPT,NFO
16827394,65732,NIFTY25DEC27050PE,NIFTY,0,2025-12-30,27050.0,0.05,75,PE,NFO-OPT,NFO
13048578,50971,NIFTY25DEC27000CE,NIFTY,0,2025-12-30,27000.0,0.05,75,CE,NFO-OPT,NFO
13048834,50972,NIFTY25DEC27000PE,NIFTY,0,2025-12-30,27000.0,0.05,75,PE,NFO-OPT,NFO
16826626,65729,NIFTY25DEC26950CE,NIFTY,0,2025-12-30,26950.0,0.05,75,CE,NFO-OPT,NFO
16826882,65730,NIFTY25DEC26950PE,NIFTY,0,2025-12-30,26950.0,0.05,75,PE,NFO-OPT,NFO
16826114,65727,NIFTY25DEC26900CE,NIFTY,0,2025-12-30,26900.0,0.05,75,CE,NFO-OPT,NFO
16826370,65728,NIFTY25DEC26900PE,NIFTY,0,2025-12-30,26900.0,0.05,75,PE,NFO-OPT,NFO
16825602,65725,NIFTY25DEC26850CE,NIFTY,0,2025-12-30,26850.0,0.05,75,CE,NFO-OPT,NFO
16825858,65726,NIFTY25DEC26850PE,NIFTY,0,2025-12-30,26850.0,0.05,75,PE,NFO-OPT,NFO
16824066,65719,NIFTY25DEC26800CE,NIFTY,0,2025-12-30,26800.0,0.05,75,CE,NFO-OPT,NFO
16825346,65724,NIFTY25DEC26800PE,NIFTY,0,2025-12-30,26800.0,0.05,75,PE,NFO-OPT,NFO
16823554,65717,NIFTY25DEC26750CE,NIFTY,0,2025-12-30,26750.0,0.05,75,CE,NFO-OPT,NFO
16823810,65718,NIFTY25DEC26750PE,NIFTY,0,2025-12-30,26750.0,0.05,75,PE,NFO-OPT,NFO
16823042,65715,NIFTY25DEC26700CE,NIFTY,0,2025-12-30,26700.0,0.05,75,CE,NFO-OPT,NFO
16823298,65716,NIFTY25DEC26700PE,NIFTY,0,2025-12-30,26700.0,0.05,75,PE,NFO-OPT,NFO
16822530,65713,NIFTY25DEC26650CE,NIFTY,0,2025-12-30,26650.0,0.05,75,CE,NFO-OPT,NFO
16822786,65714,NIFTY25DEC26650PE,NIFTY,0,2025-12-30,26650.0,0.05,75,PE,NFO-OPT,NFO
16822018,65711,NIFTY25DEC26600CE,NIFTY,0,2025-12-30,26600.0,0.05,75,CE,NFO-OPT,NFO
16822274,65712,NIFTY25DEC26600PE,NIFTY,0,2025-12-30,26600.0,0.05,75,PE,NFO-OPT,NFO
16819714,65702,NIFTY25DEC26550CE,NIFTY,0,2025-12-30,26550.0,0.05,75,CE,NFO-OPT,NFO
16821762,65710,NIFTY25DEC26550PE,NIFTY,0,2025-12-30,26550.0,0.05,75,PE,NFO-OPT,NFO
16817922,65695,NIFTY25DEC26500CE,NIFTY,0,2025-12-30,26500.0,0.05,75,CE,NFO-OPT,NFO
16819458,65701,NIFTY25DEC26500PE,NIFTY,0,2025-12-30,26500.0,0.05,75,PE,NFO-OPT,NFO
16817410,65693,NIFTY25DEC26450CE,NIFTY,0,2025-12-30,26450.0,0.05,75,CE,NFO-OPT,NFO
16817666,65694,NIFTY25DEC26450PE,NIFTY,0,2025-12-30,26450.0,0.05,75,PE,NFO-OPT,NFO
16816898,65691,NIFTY25DEC26400CE,NIFTY,0,2025-12-30,26400.0,0.05,75,CE,NFO-OPT,NFO
16817154,65692,NIFTY25DEC26400PE,NIFTY,0,2025-12-30,26400.0,0.05,75,PE,NFO-OPT,NFO
16816386,65689,NIFTY25DEC26350CE,NIFTY,0,2025-12-30,26350.0,0.05,75,CE,NFO-OPT,NFO
16781570,65553,NIFTY25DEC25550CE,NIFTY,0,2025-12-30,25550.0,0.05,75,CE,NFO-OPT,NFO
16781826,65554,NIFTY25DEC25550PE,NIFTY,0,2025-12-30,25550.0,0.05,75,PE,NFO-OPT,NFO
16776962,65535,NIFTY25DEC25500CE,NIFTY,0,2025-12-30,25500.0,0.05,75,CE,NFO-OPT,NFO
16781314,65552,NIFTY25DEC25500PE,NIFTY,0,2025-12-30,25500.0,0.05,75,PE,NFO-OPT,NFO
16776450,65533,NIFTY25DEC25450CE,NIFTY,0,2025-12-30,25450.0,0.05,75,CE,NFO-OPT,NFO
16776706,65534,NIFTY25DEC25450PE,NIFTY,0,2025-12-30,25450.0,0.05,75,PE,NFO-OPT,NFO
16775938,65531,NIFTY25DEC25400CE,NIFTY,0,2025-12-30,25400.0,0.05,75,CE,NFO-OPT,NFO
16776194,65532,NIFTY25DEC25400PE,NIFTY,0,2025-12-30,25400.0,0.05,75,PE,NFO-OPT,NFO
16775426,65529,NIFTY25DEC25350CE,NIFTY,0,2025-12-30,25350.0,0.05,75,CE,NFO-OPT,NFO
16775682,65530,NIFTY25DEC25350PE,NIFTY,0,2025-12-30,25350.0,0.05,75,PE,NFO-OPT,NFO
16768258,65501,NIFTY25DEC25300CE,NIFTY,0,2025-12-30,25300.0,0.05,75,CE,NFO-OPT,NFO
16775170,65528,NIFTY25DEC25300PE,NIFTY,0,2025-12-30,25300.0,0.05,75,PE,NFO-OPT,NFO
16751362,65435,NIFTY25DEC25250CE,NIFTY,0,2025-12-30,25250.0,0.05,75,CE,NFO-OPT,NFO
16752130,65438,NIFTY25DEC25250PE,NIFTY,0,2025-12-30,25250.0,0.05,75,PE,NFO-OPT,NFO
16750850,65433,NIFTY25DEC25200CE,NIFTY,0,2025-12-30,25200.0,0.05,75,CE,NFO-OPT,NFO
16751106,65434,NIFTY25DEC25200PE,NIFTY,0,2025-12-30,25200.0,0.05,75,PE,NFO-OPT,NFO
16739586,65389,NIFTY25DEC25150CE,NIFTY,0,2025-12-30,25150.0,0.05,75,CE,NFO-OPT,NFO
16739842,65390,NIFTY25DEC25150PE,NIFTY,0,2025-12-30,25150.0,0.05,75,PE,NFO-OPT,NFO
16732162,65360,NIFTY25DEC25100CE,NIFTY,0,2025-12-30,25100.0,0.05,75,CE,NFO-OPT,NFO
16732418,65361,NIFTY25DEC25100PE,NIFTY,0,2025-12-30,25100.0,0.05,75,PE,NFO-OPT,NFO
16730370,65353,NIFTY25DEC25050CE,NIFTY,0,2025-12-30,25050.0,0.05,75,CE,NFO-OPT,NFO
16730626,65354,NIFTY25DEC25050PE,NIFTY,0,2025-12-30,25050.0,0.05,75,PE,NFO-OPT,NFO
18277122,71395,NIFTY25DEC25000CE,NIFTY,0,2025-12-30,25000.0,0.05,75,CE,NFO-OPT,NFO
18277890,71398,NIFTY25DEC25000PE,NIFTY,0,2025-12-30,25000.0,0.05,75,PE,NFO-OPT,NFO
16729858,65351,NIFTY25DEC24950CE,NIFTY,0,2025-12-30,24950.0,0.05,75,CE,NFO-OPT,NFO
16730114,65352,NIFTY25DEC24950PE,NIFTY,0,2025-12-30,24950.0,0.05,75,PE,NFO-OPT,NFO
16729346,65349,NIFTY25DEC24900CE,NIFTY,0,2025-12-30,24900.0,0.05,75,CE,NFO-OPT,NFO
16729602,65350,NIFTY25DEC24900PE,NIFTY,0,2025-12-30,24900.0,0.05,75,PE,NFO-OPT,NFO
16725762,65335,NIFTY25DEC24850CE,NIFTY,0,2025-12-30,24850.0,0.05,75,CE,NFO-OPT,NFO
16726018,65336,NIFTY25DEC24850PE,NIFTY,0,2025-12-30,24850.0,0.05,75,PE,NFO-OPT,NFO
16725250,65333,NIFTY25DEC24800CE,NIFTY,0,2025-12-30,24800.0,0.05,75,CE,NFO-OPT,NFO
16725506,65334,NIFTY25DEC24800PE,NIFTY,0,2025-12-30,24800.0,0.05,75,PE,NFO-OPT,NFO
16724738,65331,NIFTY25DEC24750CE,NIFTY,0,2025-12-30,24750.0,0.05,75,CE,NFO-OPT,NFO
16724994,65332,NIFTY25DEC24750PE,NIFTY,0,2025-12-30,24750.0,0.05,75,PE,NFO-OPT,NFO
16720898,65316,NIFTY25DEC24700CE,NIFTY,0,2025-12-30,24700.0,0.05,75,CE,NFO-OPT,NFO
16721154,65317,NIFTY25DEC24700PE,NIFTY,0,2025-12-30,24700.0,0.05,75,PE,NFO-OPT,NFO
16720386,65314,NIFTY25DEC24650CE,NIFTY,0,2025-12-30,24650.0,0.05,75,CE,NFO-OPT,NFO
16720642,65315,NIFTY25DEC24650PE,NIFTY,0,2025-12-30,24650.0,0.05,75,PE,NFO-OPT,NFO
16709634,65272,NIFTY25DEC24600CE,NIFTY,0,2025-12-30,24600.0,0.05,75,CE,NFO-OPT,NFO
16709890,65273,NIFTY25DEC24600PE,NIFTY,0,2025-12-30,24600.0,0.05,75,PE,NFO-OPT,NFO
16709122,65270,NIFTY25DEC24550CE,NIFTY,0,2025-12-30,24550.0,0.05,75,CE,NFO-OPT,NFO
16709378,65271,NIFTY25DEC24550PE,NIFTY,0,2025-12-30,24550.0,0.05,75,PE,NFO-OPT,NFO
16708610,65268,NIFTY25DEC24500CE,NIFTY,0,2025-12-30,24500.0,0.05,75,CE,NFO-OPT,NFO
16708866,65269,NIFTY25DEC24500PE,NIFTY,0,2025-12-30,24500.0,0.05,75,PE,NFO-OPT,NFO
16707586,65264,NIFTY25DEC24450CE,NIFTY,0,2025-12-30,24450.0,0.05,75,CE,NFO-OPT,NFO
16707842,65265,NIFTY25DEC24450PE,NIFTY,0,2025-12-30,24450.0,0.05,75,PE,NFO-OPT,NFO
16707074,65262,NIFTY25DEC24400CE,NIFTY,0,2025-12-30,24400.0,0.05,75,CE,NFO-OPT,NFO
16707330,65263,NIFTY25DEC24400PE,NIFTY,0,2025-12-30,24400.0,0.05,75,PE,NFO-OPT,NFO
16704514,65252,NIFTY25DEC24350CE,NIFTY,0,2025-12-30,24350.0,0.05,75,CE,NFO-OPT,NFO
16704770,65253,NIFTY25DEC24350PE,NIFTY,0,2025-12-30,24350.0,0.05,75,PE,NFO-OPT,NFO
16704002,65250,NIFTY25DEC24300CE,NIFTY,0,2025-12-30,24300.0,0.05,75,CE,NFO-OPT,NFO
16704258,65251,NIFTY25DEC24300PE,NIFTY,0,2025-12-30,24300.0,0.05,75,PE,NFO-OPT,NFO
16703490,65248,NIFTY25DEC24250CE,NIFTY,0,2025-12-30,24250.0,0.05,75,CE,NFO-OPT,NFO
16703746,65249,NIFTY25DEC24250PE,NIFTY,0,2025-12-30,24250.0,0.05,75,PE,NFO-OPT,NFO
16702466,65244,NIFTY25DEC24200CE,NIFTY,0,2025-12-30,24200.0,0.05,75,CE,NFO-OPT,NFO
16702722,65245,NIFTY25DEC24200PE,NIFTY,0,2025-12-30,24200.0,0.05,75,PE,NFO-OPT,NFO
16701954,65242,NIFTY25DEC24150CE,NIFTY,0,2025-12-30,24150.0,0.05,75,CE,NFO-OPT,NFO
16702210,65243,NIFTY25DEC24150PE,NIFTY,0,2025-12-30,24150.0,0.05,75,PE,NFO-OPT,NFO
16699906,65234,NIFTY25DEC24100CE,NIFTY,0,2025-12-30,24100.0,0.05,75,CE,NFO-OPT,NFO
16700162,65235,NIFTY25DEC24100PE,NIFTY,0,2025-12-30,24100.0,0.05,75,PE,NFO-OPT,NFO
16699394,65232,NIFTY25DEC24050CE,NIFTY,0,2025-12-30,24050.0,0.05,75,CE,NFO-OPT,NFO
16699650,65233,NIFTY25DEC24050PE,NIFTY,0,2025-12-30,24050.0,0.05,75,PE,NFO-OPT,NFO
18276610,71393,NIFTY25DEC24000CE,NIFTY,0,2025-12-30,24000.0,0.05,75,CE,NFO-OPT,NFO
18276866,71394,NIFTY25DEC24000PE,NIFTY,0,2025-12-30,24000.0,0.05,75,PE,NFO-OPT,NFO
16698370,65228,NIFTY25DEC23950CE,NIFTY,0,2025-12-30,23950.0,0.05,75,CE,NFO-OPT,NFO
16699138,65231,NIFTY25DEC23950PE,NIFTY,0,2025-12-30,23950.0,0.05,75,PE,NFO-OPT,NFO
16697858,65226,NIFTY25DEC23900CE,NIFTY,0,2025-12-30,23900.0,0.05,75,CE,NFO-OPT,NFO
16698114,65227,NIFTY25DEC23900PE,NIFTY,0,2025-12-30,23900.0,0.05,75,PE,NFO-OPT,NFO
16697346,65224,NIFTY25DEC23850CE,NIFTY,0,2025-12-30,23850.0,0.05,75,CE,NFO-OPT,NFO
16697602,65225,NIFTY25DEC23850PE,NIFTY,0,2025-12-30,23850.0,0.05,75,PE,NFO-OPT,NFO
16696834,65222,NIFTY25DEC23800CE,NIFTY,0,2025-12-30,23800.0,0.05,75,CE,NFO-OPT,NFO
16697090,65223,NIFTY25DEC23800PE,NIFTY,0,2025-12-30,23800.0,0.05,75,PE,NFO-OPT,NFO
16695810,65218,NIFTY25DEC23750CE,NIFTY,0,2025-12-30,23750.0,0.05,75,CE,NFO-OPT,NFO
16696578,65221,NIFTY25DEC23750PE,NIFTY,0,2025-12-30,23750.0,0.05,75,PE,NFO-OPT,NFO
16694530,65213,NIFTY25DEC23700CE,NIFTY,0,2025-12-30,23700.0,0.05,75,CE,NFO-OPT,NFO
16695554,65217,NIFTY25DEC23700PE,NIFTY,0,2025-12-30,23700.0,0.05,75,PE,NFO-OPT,NFO
16693250,65208,NIFTY25DEC23650CE,NIFTY,0,2025-12-30,23650.0,0.05,75,CE,NFO-OPT,NFO
16694274,65212,NIFTY25DEC23650PE,NIFTY,0,2025-12-30,23650.0,0.05,75,PE,NFO-OPT,NFO
16692738,65206,NIFTY25DEC23600CE,NIFTY,0,2025-12-30,23600.0,0.05,75,CE,NFO-OPT,NFO
16692994,65207,NIFTY25DEC23600PE,NIFTY,0,2025-12-30,23600.0,0.05,75,PE,NFO-OPT,NFO
16690690,65198,NIFTY25DEC23550CE,NIFTY,0,2025-12-30,23550.0,0.05,75,CE,NFO-OPT,NFO
16691970,65203,NIFTY25DEC23550PE,NIFTY,0,2025-12-30,23550.0,0.05,75,PE,NFO-OPT,NFO
16690178,65196,NIFTY25DEC23500CE,NIFTY,0,2025-12-30,23500.0,0.05,75,CE,NFO-OPT,NFO
16690434,65197,NIFTY25DEC23500PE,NIFTY,0,2025-12-30,23500.0,0.05,75,PE,NFO-OPT,NFO
16686082,65180,NIFTY25DEC23450CE,NIFTY,0,2025-12-30,23450.0,0.05,75,CE,NFO-OPT,NFO
16686338,65181,NIFTY25DEC23450PE,NIFTY,0,2025-12-30,23450.0,0.05,75,PE,NFO-OPT,NFO
